DID,ShiftSeqNumber,Total_Income,Distance,Income_per_1Kdis,Rank
2190322,984,57694,11719952,4.922716407,4216
2190323,1880,82910,13821733,5.998524208,550
2190325,661,29252,4855406,6.024624923,7069
2190327,34,1278.5,194330,6.579015077,8573
2190328,1048,45806.5,7798506,5.873753255,5504
2190329,1365,84729.27,16757183,5.05629556,736
2190330,1398,79617.07,15282096,5.209826584,1067
2190332,460,27413.02,5295777,5.176392435,7297
2190334,1206,61452,11377305,5.401279125,3487
2190337,801,41330,7379308,5.600796172,6162
2190339,810,61905.5,13023007,4.753548854,4105
2190340,1404,83255,16325370,5.099731277,788
2190341,1114,80021,16281965,4.914701635,1388
2190342,1549,97091.6,18324544,5.298445626,340
2190345,136,5675,969539,5.853297289,8404
2190346,249,18197.5,3671936,4.955832564,7926
2190348,489,23161.5,4190993,5.526494556,7496
2190349,878,48840.28,9610399,5.08202417,5361
2190350,945,45124.83,8595582,5.249770173,5577
2190351,1531,64540,10972573,5.881938539,2470
2190352,424,17851,2957111,6.036635081,7820
2190353,1274,76367.01,14905865,5.123286035,1523
2190354,882,54892.52,11002985,4.988875292,4790
2190355,1179,84823,16937132,5.008108811,976
2190357,463,25775.73,4773909,5.399292278,7394
2190359,753,53900,11403067,4.726798501,5025
2190361,386,22954,4133697,5.552898531,7617
2190367,14,468.5,70321,6.662305712,8618
2190369,1431,60318.5,10283898,5.865334331,3225
2190370,602,41784.5,8105275,5.155222987,6359
2190373,1020,51155,9311958,5.49347409,5020
2190374,114,6052.5,1176105,5.146224189,8400
2190375,1196,68476,13637011,5.021334954,2440
2190376,268,11626.5,1949984,5.962356614,8160
2190377,807,49507.5,9544349,5.187100765,5490
2190378,1581,92351,17908180,5.156917118,388
2190380,33,1446,233428,6.194629607,8567
2190382,644,34260,6697801,5.115111661,6718
2190383,452,26195.5,5041890,5.195571502,7366
2190386,738,37913.5,7007692,5.410269173,6435
2190387,170,8534.42,1424824,5.98980646,8306
2190388,808,43837,8077308,5.427179451,5947
2190389,332,14814.5,2525096,5.866905654,8005
2190390,1327,102120,20164316,5.064391968,317
2190391,815,42652.5,7765299,5.492705432,6021
2190393,295,12060,1880658,6.41264919,8139
2190394,1234,73646.1,14230691,5.175159801,1915
2190395,944,54949.77,10628415,5.170081334,4740
2190397,1088,61182.5,11922248,5.131792259,3670
2190398,1296,113949.01,20096195,5.67017836,252
2190399,572,30300,5762971,5.25770475,7031
2190400,1141,71104,13978989,5.086490876,2351
2190401,180,15412.15,3102760,4.967238845,8086
2190402,1688,80440,14391207,5.589524214,738
2190403,1292,66764.51,12630318,5.286051388,2556
2190404,1548,79620,14864023,5.356557912,894
2190405,1271,54946,9231942,5.951727166,4266
2190406,630,31101,5755850,5.403372221,6940
2190407,1311,87728.5,17311948,5.067511755,667
2190408,1152,63004.5,11687157,5.390917569,3463
2190410,666,30612,5111793,5.988505403,6991
2190411,1227,70033.52,13334111,5.252207665,2352
2190413,1140,78151.17,15540042,5.029019227,1605
2190414,804,32667.56,6094750,5.359950777,6634
2190415,1573,79871.5,14918483,5.353862052,845
2190416,849,39537,7059015,5.600923075,6188
2190417,702,72407,15553529,4.655342206,3090
2190420,1160,69573.5,13610222,5.111856368,2488
2190423,1135,54163.5,9799621,5.527101507,4515
2190425,950,54020,10320676,5.234153267,4835
2190426,474,29087.01,5321517,5.465924472,7238
2190431,523,25938.6,4958526,5.23111102,7298
2190432,300,12155.5,2078150,5.849192792,8117
2190438,569,77358,17915343,4.317974822,2489
2190441,1616,88932.5,16848860,5.278250279,452
2190442,1270,95018,18955930,5.012573902,457
2190443,1277,67114.5,12305758,5.453910275,2670
2190444,978,80162,17088755,4.690921018,1522
2190445,346,21842.5,4020100,5.433322554,7701
2190446,1493,74219.72,13006629,5.706299457,1558
2190447,912,42948,7682169,5.59060859,5864
2190448,1222,83995.48,16465409,5.101329703,1001
2190449,1171,63270.01,12237803,5.170046454,3241
2190450,882,44749,7883043,5.676614982,5828
2190453,10,440.5,78770,5.592230545,8629
2190461,499,26306.39,4405506,5.971252791,7384
2190466,837,43003.5,8070820,5.328268999,5917
2190468,1072,64763.5,12058913,5.37059186,3484
2190469,665,37998.5,7178219,5.293583269,6533
2190471,856,39835,6831482,5.831091994,6217
2190472,1647,74893.03,13231571,5.660176709,1155
2190473,870,67782,12134047,5.586100004,3854
2190474,1045,63296.53,12883416,4.913023844,3398
2190475,841,37922.27,6617224,5.730842722,6343
2190476,1294,73893.92,14200683,5.2035469,1761
2190478,945,62494,12224803,5.112066019,3911
2190479,1700,97487,18134293,5.375836819,286
2190481,637,27641,4954742,5.578696126,7121
2190482,784,29849,4562834,6.541767682,6921
2190484,381,18494.5,3321219,5.568587919,7814
2190485,946,70325.52,14300160,4.917813507,2872
2190486,1138,66176.7,12879118,5.138294408,2967
2190489,669,33461.5,6145725,5.444679025,6781
2190491,868,60409.92,12272700,4.922300716,4238
2190492,1013,65745.7,13040322,5.041723663,3314
2190493,701,32687,5404226,6.048414704,6852
2190494,781,34458.5,5804263,5.936757173,6650
2190496,589,23956.16,4445277,5.389126482,7325
2190501,1248,66507.21,12173616,5.463225553,2838
2190502,683,40587,7686565,5.280251972,6339
2190503,569,30997.5,5223540,5.934194052,7091
2190504,338,13557,2296925,5.902238863,8035
2190505,1047,44622,7332388,6.085602671,5639
2190507,566,37284.5,6827584,5.460862876,6728
2190508,1239,64043,11391520,5.621988988,3251
2190509,538,27436,4836911,5.67221518,7256
2190510,2871,144387.5,26408632,5.467435799,2
2190514,636,49196.5,9933755,4.952457555,5735
2190515,1333,78741.44,14507115,5.427780782,1361
2190518,189,16099.22,2765942,5.820519736,8091
2190519,623,29467.5,5423402,5.433397709,7030
2190522,547,28901.5,5285811,5.467751306,7168
2190526,302,13994.17,2723430,5.138435723,8026
2190528,1388,77461,14403332,5.377991704,1323
2190529,1612,99724.5,18932608,5.267340876,275
2190530,414,22951,4057706,5.65615153,7588
2190531,1000,67304.5,12705182,5.297405421,3357
2190532,1125,66020,12932224,5.105077054,2998
2190533,482,19116,3146161,6.075976404,7709
2190536,160,10788.5,2261401,4.770715145,8237
2190537,1367,83161.53,16313223,5.097798884,844
2190538,1106,72619.99,14632164,4.963038276,2195
2190540,731,32036.01,5324011,6.017269686,6841
2190541,1191,72298,14781033,4.891268425,1956
2190542,1010,58898.02,11425387,5.15501313,4165
2190543,1489,72458.5,13670561,5.300331128,1495
2190544,955,57823.16,11204868,5.160539151,4433
2190545,1425,93014,19250833,4.831687024,391
2190546,614,32732,5844542,5.600438837,6902
2190548,955,49291.64,9294442,5.303345806,5243
2190549,1012,68374.5,13458627,5.080347349,3039
2190551,123,6058.5,1057085,5.731327188,8403
2190555,1149,69576.07,13232537,5.257953936,2624
2190556,1055,57413,11142745,5.152500573,4202
2190558,1480,74377,13678116,5.437664076,1423
2190559,1672,92948.5,17397607,5.342602577,359
2190562,786,37538,6556703,5.725133501,6442
2190563,414,21864,3884686,5.628254124,7641
2190568,153,8323.5,1528521,5.445460023,8313
2190572,1394,61669.08,10310321,5.98129583,3253
2190573,1335,85742.5,16096485,5.326784077,847
2190575,257,13217.5,2541530,5.200607508,8101
2190576,1087,60725.5,11687846,5.195610894,3767
2190577,1402,87569.5,16979393,5.157398736,609
2190579,1160,48591.8,8685557,5.594551967,4962
2190581,827,49924.5,9766813,5.111646962,5394
2190582,983,72014.5,13770824,5.229498249,2821
2190583,1973,86458.5,15304627,5.649173939,381
2190584,804,65340.56,13531919,4.828624824,3780
2190585,1060,65815,12667326,5.195650605,3289
2190586,1125,69612.5,13576691,5.127353933,2593
2190587,1183,75239.5,14891175,5.05262345,1792
2190588,3,94,13527,6.949064833,8641
2190589,791,57231,11099841,5.156019802,4863
2190590,425,25423.01,4918989,5.168340486,7432
2190591,1228,70632.27,13800969,5.117921068,2201
2190592,1459,82802.31,16046435,5.160168598,761
2190594,770,47288.43,9112737,5.189267505,5717
2190595,843,38279.5,6638902,5.765938404,6323
2190596,1892,95593,17559530,5.44393842,260
2190597,1500,68591,11976421,5.727170079,2086
2190598,1296,66112.5,12088469,5.469054849,2747
2190599,986,89279.5,19143648,4.663661806,810
2190600,1254,83892.6,16406172,5.113478025,972
2190601,1102,66285.59,12819844,5.170545757,3086
2190602,961,61590.77,11387167,5.408787805,4163
2190604,694,71904.47,11771649,6.10827506,4227
2190608,2276,98757.79,17963415,5.497718001,144
2190609,339,14612.99,2412650,6.056821338,8008
2190611,1404,71076,13424140,5.294640849,1811
2190612,903,53094.7,10559134,5.028319557,4918
2190613,387,21525,4076082,5.280806421,7657
2190614,1136,57477,10762315,5.340579606,4077
2190622,41,2271.5,472561,4.806786849,8527
2190623,38,1704.5,269516,6.324299856,8554
2190624,956,44094.57,8308887,5.306916558,5646
2190628,398,23865.52,4423903,5.394675245,7545
2190631,1353,76673.74,14708154,5.213009056,1362
2190632,1699,68623,11197209,6.128580792,1765
2190633,296,16985,3249574,5.226838964,7938
2190635,248,10521,1851278,5.683101079,8209
2190636,101,5266,1008319,5.222553577,8426
2190637,771,51190.5,10226527,5.005658324,5355
2190638,626,36796.66,6838386,5.380898358,6653
2190642,457,25742,4658129,5.526253137,7412
2190648,938,50699.05,9635015,5.261958596,5151
2190649,809,44673,8525020,5.24022231,5844
2190651,710,51802.51,10421412,4.970776513,5415
2190652,1045,45693.01,8007768,5.706085641,5471
2190653,539,29617.5,5399519,5.485210812,7138
2190654,795,42525.01,7841563,5.423027271,6044
2190655,905,60208.5,11417162,5.273508425,4384
2190657,1565,108657,20991463,5.176247125,187
2190658,280,13143,2576331,5.10144077,8085
2190659,28,1683.5,313565,5.368902779,8563
2190660,184,20235.62,4455830,4.541380618,7871
2190662,29,1188,182588,6.506451684,8583
2190663,249,11804,2152536,5.483764267,8158
2190665,348,16595.59,2893794,5.734889906,7934
2190666,219,10407.5,1944385,5.352592208,8225
2190670,387,17849.5,3241891,5.505891469,7834
2190672,826,46056.5,8935915,5.154088865,5692
2190673,569,34742.5,6727874,5.163964129,6803
2190684,833,40729.51,7544622,5.398482522,6095
2190687,1265,59793,10533722,5.676341183,3651
2190690,105,4771.5,831248,5.740164187,8438
2190691,879,59060,12238066,4.825925927,4292
2190692,1037,82399.5,15949010,5.166433528,1552
2190693,514,22320.35,3766687,5.925724649,7523
2190694,430,25350.65,4946902,5.124550678,7423
2190695,1095,85981,17482583,4.918094769,983
2190696,723,34928.33,6596057,5.295334773,6614
2190698,1406,69994.5,12541533,5.581016292,2112
2190699,1949,97267.83,17118441,5.682049551,242
2190701,682,30634.5,5485861,5.584264713,6915
2190702,1184,60223.68,11120603,5.415504897,3684
2190703,1304,93538.5,18724572,4.99549469,465
2190704,1174,67943,13031283,5.213838116,2714
2190705,1418,95724.35,18737833,5.10861368,394
2190706,1116,72160.5,14278400,5.053822557,2282
2190707,996,52553.66,9937695,5.288314846,4874
2190708,65,2249,342558,6.565311568,8516
2190715,1184,50742.5,8879299,5.714696622,4776
2190717,591,35561.64,7174579,4.956616967,6690
2190718,873,46503,8321334,5.588406859,5702
2190720,1000,52718,9647784,5.464259979,4924
2190722,950,56415.72,11300950,4.992121901,4484
2190725,1262,92908.39,17332823,5.360257241,606
2190726,800,38788.27,7389828,5.248873181,6259
2190729,1376,78990,15985720,4.941285097,993
2190733,1442,78073,15129868,5.160190426,1071
2190734,753,49527.5,9783180,5.06251546,5545
2190736,996,53045,9827770,5.397460462,4877
2190737,152,6551.78,1092135,5.999056893,8373
2190739,1218,61901.96,11394295,5.432715232,3419
2190742,917,48259,8572977,5.629199752,5519
2190743,675,30012,5101914,5.882498215,6994
2190744,1175,68328.5,13186512,5.181696267,2634
2190745,282,19021,3984967,4.773188837,7841
2190746,604,31186,5918566,5.269181758,6948
2190747,2067,107323.22,19361147,5.543226339,117
2190749,299,18796,3886251,4.836537836,7838
2190750,256,15094.59,3132709,4.818382429,8011
2190751,801,40000.5,7436597,5.378871546,6193
2190752,207,10105.5,1664979,6.069445921,8253
2190754,858,39381,7459089,5.279599157,6117
2190756,836,59927,11922489,5.026383333,4446
2190762,895,43041,7720391,5.574976708,5881
2190765,763,35152,6761346,5.198964822,6534
2190767,1086,49984.05,8899042,5.616789987,5014
2190768,865,37699.5,6240525,6.041078275,6365
2190769,1065,91162.3,19013660,4.794568747,674
2190770,1428,58077,9782137,5.937046271,3500
2190777,507,21996.5,3959316,5.555631326,7518
2190784,916,46264.11,7904016,5.853240935,5708
2190785,1267,75153.5,14773451,5.087064627,1621
2190786,1303,81621.5,15984293,5.106356596,1030
2190787,752,25887.5,3925409,6.594854192,7151
2190788,1184,69424.5,13358351,5.197086077,2502
2190789,1204,73721.5,14233313,5.179503886,1991
2190793,1991,84312.16,14552261,5.793749851,419
2190794,1115,63182,12167889,5.192519426,3417
2190795,287,17824,3408952,5.228586381,7919
2190796,1835,80434,14121019,5.696047856,604
2190799,926,53631.02,10247125,5.233762641,4914
2190800,676,29164.5,5217481,5.589766403,6997
2190801,1214,50936,8535771,5.96735784,4778
2190802,1498,91989.93,17879580,5.144971526,423
2190804,2054,94949.5,17310753,5.485001144,222
2190805,1329,104170.5,20479914,5.086471555,289
2190806,1143,84664.52,16037516,5.279154203,1211
2190807,56,3438,659728,5.211238571,8492
2190808,1178,71606.52,13675339,5.236178789,2308
2190814,316,11633.5,1907765,6.097973283,8126
2190815,297,15868,3125542,5.076879466,7971
2190818,563,40452.51,8476892,4.772092177,6401
2190820,958,67759,13399935,5.05666632,3263
2190825,1153,86207.49,16449571,5.240713572,1057
2190826,444,22467.09,4494159,4.999175597,7519
2190828,275,18557,3948533,4.699720124,7864
2190831,39,1986,400875,4.954162769,8539
2190834,566,62851.82,13279808,4.732886198,4622
2190838,1137,70345.5,13786388,5.10253302,2457
2190839,609,34460.52,6399844,5.384587499,6799
2190841,887,35729.5,6673717,5.353763128,6329
2190842,275,13522.5,2725669,4.961167332,8070
2190843,553,23021.08,3722627,6.184095264,7486
2190845,982,47806,8347716,5.726835939,5452
2190847,1302,85981.5,16484601,5.215867827,834
2190868,734,58230.5,12202990,4.771822316,4711
2190870,505,26960.5,4817716,5.5961165,7306
2190873,1453,72860.4,13301722,5.47751637,1641
2190874,1183,64541.88,12143143,5.315088524,3155
2190877,1075,57711.5,11680479,4.940850457,3971
2190878,429,27575,5833417,4.727075057,7269
2190879,577,28342.04,5587891,5.072045965,7100
2190881,859,40239.5,7354764,5.471215664,6099
2190884,551,27434.5,5078309,5.402290408,7221
2190885,651,75118.5,10918746,6.879773556,4406
2190886,445,25120.5,4854806,5.174357122,7420
2190887,805,33048.55,5312726,6.220638896,6720
2190889,655,53638,11396301,4.706614892,5249
2190890,1088,56493.31,10714649,5.272530159,4276
2190893,1172,46963.02,7715154,6.08711375,5208
2190894,1351,59404.51,9566693,6.20951357,3696
2190897,1037,58473,11027872,5.302292228,4224
2190898,841,38649.5,6894589,5.605772875,6275
2190899,1207,66824.1,12785164,5.226690874,2762
2190900,1082,80966.5,16398906,4.937311062,1395
2190901,1240,78326.87,15697184,4.989867609,1322
2190904,243,9061,1424623,6.360279176,8257
2190905,1610,67795.5,10986767,6.170650565,2103
2190906,1629,87310.5,16054331,5.438439011,512
2190907,1321,80194.5,15587674,5.14473808,1132
2190910,1001,49833.5,9142629,5.450675074,5158
2190911,1350,74390.94,13850422,5.371023352,1681
2190917,536,23405.38,4065793,5.756658049,7450
2190918,186,7278.5,1215899,5.986105754,8329
2190920,1040,51952.5,9321768,5.573245333,4949
2190926,1076,78151.5,15538767,5.029453109,1757
2190928,964,58080,11433160,5.079960396,4334
2190929,1305,75872.5,15185811,4.9962758,1401
2190932,1302,76062.5,15148336,5.021178564,1405
2190935,768,63662.5,13100950,4.859380427,4104
2190937,1028,69138.5,13603871,5.082266658,2910
2190938,1753,79581.5,13614326,5.845423416,783
2190940,1255,58083.5,10392773,5.588835626,3813
2190943,1200,59412.07,10270794,5.784564465,3925
2190944,738,62268.51,12504418,4.979720767,4427
2190946,978,61218,11931521,5.130779219,3981
2190947,1270,70170.02,13229567,5.304029981,2261
2190948,525,25615.5,4455512,5.749170915,7362
2190949,2256,120008.5,22042192,5.444490276,27
2190950,1618,83632.5,15742073,5.312673877,599
2190951,1260,69932,13186222,5.303414428,2313
2190952,1226,77865.51,15484672,5.028554044,1432
2190953,1442,64216.9,11518422,5.57514736,2587
2190954,1165,71630,13743100,5.212070057,2331
2190956,1058,51621.5,9206165,5.607275125,4950
2190957,1297,88391,17195997,5.140207922,682
2190959,1375,78392.5,15113375,5.18696188,1186
2190960,673,51534,10544364,4.887350247,5472
2190963,1103,75298.55,13678886,5.504728236,2318
2190964,743,30068,4848336,6.201715393,6935
2190967,349,16919,3015838,5.610049346,7916
2190975,542,46595.54,9705531,4.8009264,6019
2190977,923,52099.5,9778220,5.328116978,5093
2190979,155,6037,995212,6.06604422,8383
2190980,523,28174.5,5357065,5.259316435,7201
2190985,695,36318,6307962,5.75748554,6648
2190986,477,21873,3738097,5.851373038,7578
2190989,556,22792,3757275,6.066098436,7481
2190992,180,8155,1411852,5.776101178,8305
2190996,390,53267.5,11713488,4.547535286,5714
2191000,448,49686,10124529,4.907487548,6004
2191002,1063,61000,12392847,4.92219423,3622
2191003,727,55589,11979362,4.640397377,4881
2191004,1113,54188,10374736,5.223072664,4428
2191006,227,13539,2576903,5.253981233,8116
2191007,810,37540.01,6512730,5.764097391,6412
2191014,396,16999.5,3099246,5.485043782,7859
2191015,1476,59327.51,9824368,6.03881186,3286
2191021,638,34371.5,6902597,4.979502642,6695
2191024,267,14716.75,3000963,4.904009146,8018
2191027,1457,59031,9734589,6.064046464,3373
2191029,1070,48274.5,8743721,5.521047618,5161
2191033,923,34311.75,5525539,6.2096657,6498
2191035,771,48115,9506608,5.061216367,5624
2191042,914,52968.66,9664252,5.480885639,5099
2191046,855,50333.55,9536777,5.277836527,5364
2191048,863,53771.05,10151647,5.296780907,5066
2191049,106,4629.5,721862,6.413275668,8449
2191050,1737,111167.5,21096585,5.269454748,137
2191051,1311,68290.5,12691226,5.380922221,2395
2191052,1212,78339,15418859,5.080726142,1463
2191053,1627,79059,14383641,5.496452532,867
2191055,542,46456.17,9568845,4.854940173,6047
2191056,1702,76867,14078335,5.459949632,865
2191057,1243,74680.67,14477258,5.158481668,1776
2191058,282,14274.61,2525982,5.651113112,8065
2191062,1467,86442.5,15990975,5.405705406,672
2191063,1055,63007,12175977,5.174697685,3592
2191064,704,35060,6180707,5.672490218,6686
2191065,1471,73039,13002516,5.617297452,1661
2191066,709,33614.5,5619996,5.981232015,6793
2191067,1364,73276.5,14493005,5.055990804,1554
2191069,950,54018.5,10516758,5.136421319,4786
2191070,1275,74245.03,14019560,5.295817415,1831
2191071,680,39764.5,8192397,4.853829716,6288
2191074,1464,94468,17728348,5.328640886,424
2191075,410,17919.43,3034550,5.905135852,7826
2191076,686,42846,8547351,5.012781153,6106
2191077,1016,50681.01,9461002,5.35683324,5013
2191078,678,29570,5102193,5.79554713,6999
2191080,989,42173.5,7124462,5.919534696,5856
2191081,1110,51262.5,9095076,5.636291549,4866
2191082,435,21295.88,3995020,5.330606605,7616
2191083,362,16725.5,3051442,5.481179062,7905
2191085,825,41242.01,7473611,5.518351169,6108
2191086,885,39374.5,6955950,5.660549601,6159
2191088,792,33741,5834369,5.783144673,6651
2191092,1441,63391.5,10888495,5.821878965,2832
2191093,1496,85513,16699225,5.120776563,588
2191095,1158,48546.51,7962474,6.096912844,5134
2191099,462,30427,5868622,5.18469242,7162
2191104,396,17775.98,3019140,5.88776274,7851
2191108,1106,59369.52,11256515,5.274236298,3907
2191161,581,33215,6791837,4.890429496,6813
2191162,1681,94998,17509113,5.425631784,337
2191164,423,22273.5,4122830,5.402478395,7587
2191172,1239,60349.6,10764183,5.606519324,3627
2191174,1376,62230.52,10768171,5.779116992,3130
2191177,1005,48716.5,8588309,5.672420496,5317
2191178,652,32999.5,6647054,4.964530151,6752
2191179,935,40766.9,7175734,5.681216723,5978
2191180,185,7759.5,1295973,5.987393256,8316
2191181,576,22852,3646889,6.266162749,7469
2191190,1129,49556,8334636,5.945790554,5070
2191192,748,38382,6980041,5.498821569,6411
2191193,1221,75471,14142739,5.336377911,1877
2191197,1178,81342.02,15738017,5.168505028,1316
2191198,1032,46627.74,8394077,5.554838251,5388
2191199,1016,50163,9337195,5.372384319,5071
2191200,1878,89725.61,16238392,5.525523094,351
2191201,966,41819,6729434,6.214341355,5964
2191202,1262,64991,11871843,5.474381695,2969
2191203,374,16002,3041625,5.261003575,7908
2191209,1293,73146.5,13564439,5.392519366,1967
2191210,1402,74737.01,13665767,5.468921722,1591
2191211,952,45952.11,8352503,5.501597545,5578
2191212,1295,76431.52,14402921,5.306668002,1586
2191213,919,42893.51,7112551,6.030678726,5950
2191214,779,47863.84,8935789,5.356420121,5711
2191215,1126,65433,12518590,5.226866604,3162
2191216,1182,74917,14590142,5.134768394,1889
2191217,729,31605,5188643,6.091188004,6874
2191218,1445,60073.5,10088964,5.954377476,3261
2191219,2301,119445,21586011,5.533444785,29
2191220,186,9088,1625351,5.591407641,8283
2191221,966,50481,9087440,5.555029799,5206
2191222,299,38165.5,8424121,4.530502352,6839
2191224,1176,66084.5,12476650,5.29665415,2978
2191225,1204,54434.5,9869956,5.515171496,4307
2191226,140,8087.5,1401786,5.769425576,8341
2191227,1354,73733.51,14060942,5.243852794,1652
2191233,1047,63744.77,12923537,4.932455411,3362
2191235,907,40553.13,7118360,5.696976551,6043
2191237,1129,66159.08,12684114,5.215900772,3050
2191239,749,41418.22,7858684,5.270376058,6166
2191240,1271,87446.93,16954479,5.157747991,766
2191242,879,39575.5,6827135,5.796794702,6182
2191245,1139,51335.5,8936055,5.744760971,4843
2191247,346,18272,3438665,5.313690051,7849
2191249,1008,51270,9156352,5.599391548,5075
2191250,183,7901,1362915,5.79713335,8310
2191251,1209,138716,29123428,4.763038197,24
2191253,986,69913.5,14186875,4.928040883,2812
2191255,1326,67063.5,12400157,5.408278298,2507
2191257,919,46914.52,8698421,5.393452444,5535
2191258,1842,100415,18955010,5.297544027,210
2191259,1149,49078.02,8173068,6.00484665,5078
2191260,682,26560.5,4370097,6.077782713,7169
2191261,1058,51645.5,8968664,5.758438492,4985
2191262,1126,65843,12459183,5.284696436,3152
2191264,1090,66659,12970921,5.139110785,3051
2191265,925,42230,7394105,5.711306507,5904
2191266,1361,63760,11940722,5.339710614,2734
2191267,1104,59565.01,10676662,5.578991823,4073
2191270,1214,67717.5,12586182,5.380305163,2746
2191273,1100,46245.5,7785987,5.939580942,5390
2191274,1022,43698.01,7319087,5.970418168,5716
2191277,1044,49713.5,8960006,5.548377981,5112
2191278,457,18440,3042607,6.060592117,7769
2191279,1155,73130.51,14239482,5.135756343,2150
2191281,1102,67611.5,12922584,5.232041827,2976
2191282,651,25804,4212408,6.125712419,7235
2191285,1147,94789.8,19321868,4.905830016,515
2191286,680,67419.67,11792812,5.717013889,4489
2191287,1548,68469,12037809,5.687829073,1946
2191288,1196,60283.5,10988856,5.485875873,3685
2191292,1785,77138,13933390,5.53619758,760
2191293,224,8490.49,1341608,6.328592256,8284
2191294,587,45670.86,7507500,6.083364635,6355
2191296,505,21599.5,3807417,5.673006135,7544
2191299,805,34879.4,6059614,5.756043207,6578
2191301,573,30878.5,5708347,5.409359312,7022
2191302,681,36028.26,6565978,5.487112506,6641
2191303,877,51187,10235678,5.000841175,5136
2191305,205,13754.5,2640248,5.209548497,8124
2191306,1953,97085,17567738,5.526323309,228
2191307,1676,83688.01,15344632,5.453894886,580
2191308,790,46118,9006975,5.120254025,5738
2191310,481,24732.54,4374625,5.653636597,7447
2191314,1795,114447,22087170,5.18160543,92
2191315,937,53134.62,10092671,5.264673742,4951
2191316,563,37044.05,7219904,5.130823069,6680
2191317,1087,103357.41,20641254,5.00732223,387
2191318,1632,76906,13514071,5.690809231,1064
2191319,1652,82367.01,14572675,5.65215446,713
2191320,843,58092.2,11151580,5.209324598,4710
2191322,363,41973.67,6785351,6.185924649,6870
2191323,1359,92764.08,18251609,5.082515191,474
2191325,1310,75958.53,14683578,5.173025948,1509
2191326,1102,73102.51,14171837,5.158294581,2299
2191327,391,16535,2836796,5.828758924,7899
2191332,532,36035,6937477,5.194251455,6789
2191333,293,14372.5,2686232,5.350431385,8030
2191338,371,21798.34,4196226,5.194748805,7655
2191339,895,51934.51,10195549,5.09384144,5067
2191341,1442,67324.5,11940575,5.638296313,2298
2191342,1011,55382,10074217,5.497399947,4688
2191348,1118,69900.7,12771454,5.473198275,2846
2191349,813,33811.5,5980435,5.653685727,6608
2191351,700,37677.5,7016324,5.369977213,6511
2191353,1039,39050.5,5954219,6.5584588,6070
2191354,1379,68371,12277890,5.568627834,2329
2191355,564,33778.01,6612511,5.108197174,6845
2191356,782,35819.5,6384846,5.610080494,6544
2191357,1350,71157,13619318,5.224710958,1906
2191359,705,36257,6769171,5.35619502,6582
2191360,427,17264.5,2880229,5.994141438,7840
2191361,236,21538.5,4728103,4.555421064,7757
2191363,932,49962.01,9698546,5.151494874,5174
2191364,1536,75740.01,13581332,5.576773324,1265
2191365,430,22575.54,4330352,5.213326769,7552
2191366,905,56341.1,11036893,5.104797156,4658
2191367,1520,75890,14325327,5.297610309,1149
2191368,1259,76306.5,14920028,5.114367078,1557
2191369,957,46132.5,8093764,5.699758481,5615
2191371,540,72354.53,11945549,6.057028438,4559
2191372,1145,76760.19,15759457,4.870738249,1606
2191373,799,33822.5,5586812,6.053989288,6672
2191374,1069,62437.56,12094906,5.162302212,3607
2191378,1687,74998.5,13624889,5.504521908,1003
2191379,1154,57696.08,10195238,5.659120464,4179
2191382,1182,73305,14624483,5.012484886,1970
2191383,1340,92866.05,17814556,5.212930931,514
2191384,1661,103489,20161067,5.133111258,209
2191386,1231,69542.55,13229907,5.256465522,2398
2191387,660,31740,5770369,5.500514785,6883
2191388,972,50651.15,9067807,5.585821357,5196
2191393,926,59635.19,11462165,5.202785861,4344
2191396,1107,64554.83,11988092,5.384912795,3413
2191401,1080,58860.66,10821808,5.439078202,4141
2191402,720,32291.5,5679376,5.685747871,6805
2191403,361,18672.5,3609766,5.172772972,7803
2191404,359,18623,3377647,5.513601629,7833
2191409,1646,67991.5,11064490,6.145018885,1972
2191410,754,43686,8884750,4.916964462,5895
2191412,1607,92778.5,17287671,5.366743733,401
2191413,1233,64453,12150035,5.304758381,3005
2191414,1892,80884.5,13568907,5.961018083,600
2191415,1696,92129,17158653,5.369244311,368
2191416,840,62877.07,11992474,5.243044096,4257
2191417,1432,63943.5,11297355,5.660041665,2703
2191418,1164,53043,9474158,5.598703336,4576
2191419,1130,65672.5,12580859,5.220033068,3105
2191420,833,50498.03,9399813,5.372237724,5435
2191421,736,42355.5,7873340,5.379610178,6155
2191422,226,12034.52,2248804,5.351520186,8170
2191423,788,37180.5,6729381,5.52509956,6425
2191424,1312,74381,13995577,5.314607608,1734
2191425,889,70026.5,14335613,4.884792858,3041
2191426,1387,57994,9539412,6.079410345,3686
2191427,1157,70917.5,13759775,5.153972358,2376
2191428,933,76457.5,15050997,5.079896036,2339
2191429,867,47018.5,9071963,5.182836394,5557
2191430,1625,83465.02,15550430,5.367376979,618
2191431,668,31902.38,5747018,5.551118859,6872
2191432,1084,50535.5,8869770,5.697498357,5003
2191435,1105,80255.5,15531186,5.16737743,1587
2191436,953,51652.7,9990093,5.170392308,4992
2191437,9,582,119583,4.866912521,8620
2191438,1113,82671,16741368,4.93812692,1205
2191442,1602,87206.5,16777845,5.197717585,487
2191444,638,30966.01,5612576,5.517254466,6950
2191451,1151,99783,20945621,4.763907453,372
2191454,534,66266.61,14185924,4.671293178,4306
2191456,1095,62552,11787696,5.306550152,3618
2191457,377,48276.5,7287879,6.624218102,6627
